,ENT_LOC,ENT_LOC_U,ENT_MISC,ENT_MISC_U,ENT_ORG,ENT_ORG_U,ENT_PER,ENT_PER_U,POS_ADJ,POS_ADP,POS_ADV,POS_AUX,POS_CCONJ,POS_DET,POS_INTJ,POS_NOUN,POS_NUM,POS_PART,POS_PRON,POS_PROPN,POS_SCONJ,POS_SYM,POS_VERB,POS_X,adj_mod_nounc,nphrases,nphrases_length,objects_exc,objects_exc_u,objects_inc,objects_inc_u,stopwords,wordcount
1880_Hertz_OndeStjaerner.0,178.0,113.0,72,54,21.0,19.0,430,141,2339,5091,3472,2165,1591,3289,42,7633,68,747,4572,817,870,607,5598,523,1566,3554,8584,1034,764,333,172,18800,39424
1880_Holm_AmbrosiusEllerSkottenIGuldbrandsdalen_2.0,279.0,93.0,298,127,61.0,42.0,2539,239,7679,9833,11891,6624,4241,9670,752,17118,218,1599,15480,3104,2346,3714,17992,1031,4249,8744,21394,2269,1032,897,263,54851,113292
1880_JacobsenJP_NielsLyhne.0,191.0,115.0,86,76,32.0,25.0,810,167,5359,7802,8603,3799,3812,4776,202,10621,148,829,8872,1131,1188,1007,8868,528,2653,4618,11290,1636,1116,435,221,34847,67545
1880_Kavalski_DetHvideKorsEllerNattenIStPetersborg.0,276.0,87.0,110,74,61.0,40.0,1947,249,4548,8528,11364,6324,3009,6233,795,12941,275,1241,15363,2640,1950,4639,14372,1466,2109,5966,13882,1890,1052,639,223,48674,95688
1880_Kavalski_DetHvideKorsEllerNattenIStPetersborg.1,345.0,98.0,155,99,49.0,38.0,2164,276,4417,8660,11402,6021,3317,6034,1026,12948,293,1352,15544,2963,2031,5032,14718,1712,2065,5885,13536,2128,1107,740,248,49717,97470
1880_Kielland_GarmanOgWorse.0,189.0,101.0,93,54,64.0,51.0,1848,246,4745,6889,7896,3492,3212,4218,208,10760,150,763,7983,2670,1407,4597,9489,1124,2357,4456,11009,1616,1078,537,247,30850,69603
1880_MoellerL_DenSkotskeKapitainEllerSepoybruden.0,516.0,212.0,698,267,182.0,118.0,2977,589,10506,15023,14300,7143,6302,11816,579,25691,667,1817,18776,4742,2496,8629,23744,1660,5901,11955,29899,4093,1896,1406,381,68460,153891
1880_Paulsen_Margherita.0,316.0,124.0,304,196,70.0,48.0,1535,338,5090,6971,6256,2955,2328,5344,281,11722,106,723,8296,2347,968,3882,9209,695,2811,5179,12938,2026,1315,566,250,29860,67173
1880_Reinhard_IldOgAske.0,139.0,63.0,160,87,32.0,24.0,683,153,3172,4670,5615,2484,2016,3133,192,6436,58,681,5600,917,783,1652,5878,399,1554,2996,7332,942,702,311,148,22034,43686
1880_RH_ArbejderBankierOgBaronEllerLykkensOmskiftelser.0,405.0,169.0,361,145,251.0,131.0,2758,428,7292,12950,13549,6861,4536,9626,649,20105,521,1389,16326,4646,2348,3464,16425,1808,3841,9938,23973,2315,1172,877,278,60345,122495
1880_Rosing_EnRomantiker.0,86.0,59.0,83,54,22.0,17.0,1673,137,4961,8021,10563,4585,3962,5092,1045,11968,419,976,13108,1850,1716,5784,12974,889,2448,4814,11742,1689,968,664,255,43353,87913
1880_Schandorph_Smaafolk.0,176.0,127.0,154,110,69.0,62.0,1451,294,4789,7672,6425,2969,2939,4916,490,11874,256,790,7415,2038,1270,1307,9088,1123,2694,5046,12444,1888,1312,606,291,30347,65361
1880_Secher_Aegtemaend.0,70.0,46.0,72,61,35.0,29.0,526,85,3722,5116,7122,3181,2380,3567,184,7574,270,835,6501,644,1233,990,7096,664,2062,3512,8836,1159,790,347,165,25495,51079
1880_SommerO_VilHanVinde.0,21.0,17.0,25,21,39.0,19.0,1045,141,2854,3683,5379,2439,1718,2605,455,5419,96,526,6551,1233,838,1060,6514,604,1295,2555,6250,837,474,276,127,21037,41974
1881_Aniken_Pavo.0,333.0,108.0,62,44,56.0,35.0,1484,192,3752,7032,7353,3412,2776,4984,132,10054,109,1078,7849,2009,1398,544,9325,774,2000,4766,11344,1529,868,438,184,30844,62581
1881_CS_NogleDageAfEnPolitimandsLiv.0,188.0,79.0,182,75,110.0,42.0,988,255,4156,7687,9526,4535,2504,5396,427,10645,204,1274,10286,1979,2088,1683,10414,1335,2203,5661,13374,1495,798,513,183,37203,74139
1881_Drachmann_VandenesDatter.0,106.0,59.0,82,74,33.0,29.0,594,157,4347,6951,7218,2918,3329,4649,278,11668,166,690,8525,853,991,852,9459,617,2308,4442,10893,1911,1289,587,297,30965,63511
1881_EwaldHF_GeorgReinfeldt.0,509.0,151.0,143,86,127.0,67.0,3118,283,6503,11373,12156,6179,5133,8323,407,16836,222,1558,14194,4381,2808,5052,15532,1077,3344,8000,18964,2498,1380,702,251,54013,111734
1881_Fibiger_MineSoestre.0,257.0,170.0,108,87,55.0,46.0,1246,178,7517,11306,13776,6886,4656,8225,331,16567,190,1801,15852,1822,2635,3841,15900,1085,3844,7900,19053,2459,1397,925,315,57628,112390
1881_Gloeersen_FraMitFriluftsliv.0,119.0,94.0,148,97,26.0,26.0,214,133,2057,3617,4425,1348,1542,2157,84,5091,215,446,3284,590,716,1502,3822,630,1018,2123,5285,830,651,341,181,15450,31526
1881_JuelHansen_Mellem12Og17.0,82.0,29.0,52,32,15.0,14.0,905,115,2740,4210,4321,2132,1792,2646,224,6249,74,494,5354,1190,607,1627,5611,305,1363,2617,6355,918,631,256,149,19252,39576
1881_Kielberg_EtFattigtSoedskendebarn.0,87.0,57.0,59,37,76.0,26.0,1119,162,3029,5216,5023,2410,1904,3643,129,7735,113,680,5298,1521,894,1976,6835,828,1704,3485,8489,1148,773,299,177,21987,47234
1881_Kieler_LavrekasKorhoinen.0,626.0,306.0,413,229,132.0,68.0,2521,484,8170,12152,11299,6208,5086,9440,408,21341,361,1375,13111,4223,2041,6802,16540,2128,4318,9194,22390,2930,1716,974,348,53628,120685
1881_Kielland_Arbeidsfolk.0,190.0,125.0,94,64,93.0,61.0,1353,240,3807,5639,6329,2734,2739,3386,241,9454,201,569,6739,2075,1283,4622,8329,1065,1944,3583,8794,1450,1002,428,209,25373,59212
1881_Kielland_Else.0,45.0,21.0,31,21,35.0,28.0,390,93,1599,2269,2798,1118,1265,1262,45,3524,61,260,2787,631,495,880,3198,339,756,1332,3306,594,436,169,110,10505,22531
1881_Markman_Studenter.0,253.0,149.0,114,87,112.0,40.0,1178,249,3827,6202,6777,2804,2116,4106,345,8942,202,802,6713,1877,1130,1882,7909,757,2049,4239,10257,1182,878,473,231,26463,56391
1881_Meldgaard_VedMossoe.0,343.0,172.0,116,68,295.0,103.0,2224,404,4411,7501,5461,2718,3227,4703,161,13001,137,354,6242,3147,1293,2537,9622,2619,2486,5305,12681,1888,1135,768,244,27193,67134
1881_NielsenZ_NyeTider.0,212.0,65.0,160,93,61.0,39.0,1115,188,4190,6456,6921,2821,2749,4014,730,10075,104,630,6494,1666,928,2660,8043,1152,2303,4147,10347,1676,1199,457,238,27832,59633
1881_Paulsen_NorskProvinsliv.0,404.0,174.0,492,294,94.0,78.0,2647,502,8067,9592,10904,5052,3805,7549,656,17636,744,947,12618,3890,1560,7463,14107,1628,4137,7538,18708,2962,1871,924,374,45932,106218
1881_Reinhard_Ikaros.0,178.0,78.0,106,61,65.0,36.0,882,185,5063,7500,9641,4026,3130,4900,517,10408,205,922,9238,1262,1057,948,9099,457,2460,4683,11515,1421,975,511,240,36013,68373
1881_Roed_HvadGunnarHoerte.0,79.0,45.0,19,11,15.0,15.0,534,81,1633,2738,2934,1233,1359,1719,79,3739,56,324,3697,686,484,1112,4052,163,865,1693,4081,481,335,165,101,12841,26008
1881_Schandorph_ThomasFrissHistorie.0,514.0,292.0,641,378,255.0,155.0,3929,802,11539,18310,15578,7315,6466,11876,1274,28755,503,1614,17909,6338,2658,3671,21814,2381,6510,12351,30905,4493,2854,1389,514,71983,158001
1881_Schjoerring_DenGamleHerregaard.0,300.0,97.0,112,56,214.0,47.0,1539,198,6215,8889,11478,5477,3474,6042,435,12644,211,1196,12273,2259,2280,5243,12737,1180,2763,5738,14043,1574,925,624,241,45596,92033
1881_Schoeyen_Olaf.0,300.0,129.0,174,106,30.0,29.0,1841,127,6660,9650,9977,4387,3873,6822,545,15707,290,1297,9931,2281,1695,4355,12706,635,3942,6706,16678,2447,1491,685,270,41193,90811
1882_CarstensenW_DenGamleSkole.0,745.0,314.0,372,223,232.0,122.0,1700,234,8455,16498,16246,7085,5921,9102,488,21758,311,2067,17704,2970,3371,7724,19415,2178,4402,8757,21346,3454,1983,974,369,68487,141293
1882_Colban_Thyra.0,104.0,49.0,52,46,9.0,8.0,478,70,2627,3198,4152,2406,1463,2600,99,5412,126,424,5352,622,714,445,4981,246,1320,2383,5840,687,468,212,126,18096,34867
1882_EK_ElnaEllerKaerlighedOgHad.0,227.0,91.0,138,81,94.0,79.0,3543,352,9350,15790,17444,9126,4831,11746,630,21314,309,2662,21067,4362,3447,5786,21902,1644,5167,11226,27268,2891,1411,1183,291,74689,151410
1882_EK_SelvherskerenIDetSkjulteRigeEllerNihilisterneIRusland.0,773.0,289.0,522,221,224.0,160.0,3231,614,6931,13788,14079,6976,4342,9345,356,19816,533,1850,16216,5253,2529,6246,19177,2000,3729,9169,22259,3121,1585,1097,345,60219,129437
1882_EwaldHF_CharlesLyng.0,124.0,26.0,26,22,12.0,12.0,1161,110,1884,3297,3725,1870,1523,2342,210,4200,229,401,4293,1524,838,1517,4310,871,873,2193,5267,632,460,157,100,16116,33034
1882_Gjellerup_GermanernesLaerling.0,337.0,186.0,471,252,120.0,85.0,1671,436,7762,11235,12411,5205,4010,7438,1382,16534,296,1209,11931,2681,2003,4358,12552,1384,4322,7229,18394,2460,1824,733,355,48629,102391
1882_GudmandHoeyer_SorteEllenOgHendesSoen.0,1336.0,550.0,309,185,184.0,135.0,4637,785,10011,18489,19141,7735,8360,10881,683,26458,741,2195,18842,7403,3383,5767,21894,2539,5307,12075,29224,3892,1984,1441,382,78478,164522
1882_Hambro_Einar.0,78.0,45.0,24,23,9.0,8.0,535,88,1395,2524,3084,1413,1222,1083,98,3270,67,282,3209,828,304,2367,3462,372,613,1235,3032,519,384,128,81,11505,24980
1882_HansenJH_Barbara.0,136.0,82.0,136,95,31.0,28.0,797,204,2887,6081,8083,3010,2615,3366,391,8313,95,643,7497,1614,1301,3165,7468,743,1317,3191,7825,1307,901,354,207,28334,57272
1882_HansenP_KristianKjoebenhavner.0,240.0,143.0,161,113,81.0,51.0,986,185,5570,8438,6484,2968,2807,5557,282,12826,244,854,6356,1485,1301,1896,8158,1179,3391,5642,14042,1929,1520,633,328,30259,66405
1882_JacobsenA_EnJournalist.0,182.0,78.0,128,81,115.0,58.0,548,163,2838,4297,5194,2758,1087,2667,295,7019,135,375,5673,1065,584,2627,5482,536,1438,2806,6821,1036,744,254,138,19866,42632
1882_Kieler_MinBroderAmtmanden.0,99.0,57.0,107,71,107.0,43.0,1153,182,3395,5485,4819,2538,2149,4115,107,9559,157,569,5209,1943,831,2035,6752,1074,1869,4086,10026,1219,854,485,245,22639,50737
1882_Kielland_SkipperWorse.0,258.0,129.0,133,74,106.0,37.0,1227,192,3851,5668,6218,2709,3067,3343,198,8436,177,574,6696,2135,1195,2434,7425,670,1926,3702,8970,1351,925,381,194,25566,54796
1882_LieJ_GaaPaa.0,509.0,266.0,170,127,49.0,40.0,667,236,3696,7398,7727,2578,3043,3042,432,10284,386,759,7468,1520,1114,3736,8461,1133,1831,3383,8401,1797,1301,462,253,28447,62777
1882_PaulsenJ_FamilienPehrsen.0,268.0,143.0,332,189,45.0,44.0,1219,233,4785,6005,6768,3047,2227,4749,263,10232,93,681,7533,1857,838,3270,8488,636,2531,4527,11237,1666,1186,446,223,27838,61472
1882_Schjoerring_SkillesOgMoedes.0,164.0,69.0,96,63,156.0,20.0,1350,139,5018,7378,8827,4556,3175,5513,344,11013,155,1115,10958,1730,1947,5176,11257,497,2460,5096,12448,1397,837,502,203,38839,78659
1882_Thorson_Rivaler.0,57.0,37.0,35,26,7.0,5.0,532,86,2116,3618,4325,2511,1358,2293,210,4859,87,651,5249,678,936,1114,4891,369,1046,2250,5350,697,506,255,129,18486,35265
1882_TopsoeV_SlagneFolk.0,91.0,62.0,42,34,14.0,14.0,371,48,3055,4105,5511,2469,1989,2639,205,5391,54,596,5924,517,860,1221,5558,279,1505,2545,6345,652,489,281,155,21257,40373
1882_VR_HalvbroedreneEllerKjaerlighedensMagt.0,424.0,140.0,142,102,148.0,88.0,6648,771,7357,12782,17400,8940,4736,9448,991,22247,273,1996,20733,7918,3345,6030,26004,2371,3331,9292,21366,3172,1257,918,241,69263,152571
1882_Winterhjelm_TilStatsraadstaburetten.0,235.0,145.0,145,114,129.0,91.0,2555,295,9513,14971,18845,8625,6800,8853,973,19709,307,2048,19655,3359,3374,4437,19327,1729,4400,8339,20521,3335,1974,991,316,72023,142525
1883_BangH_Faedra.0,203.0,96.0,129,107,51.0,38.0,1261,221,2852,5429,6425,2432,2921,3128,277,8600,214,586,7430,1885,838,2030,8609,790,1259,3303,7667,1477,868,434,197,25725,54446
1883_BangH_Praester.0,46.0,40.0,37,31,10.0,9.0,349,106,1182,2155,2357,952,1148,1343,75,3653,95,186,2661,479,306,1045,3107,157,559,1324,3095,596,430,181,118,9824,20901
1883_BarnerAagaard_KarenMunk.0,585.0,223.0,174,87,90.0,66.0,1551,340,3202,4932,3173,2065,1638,3631,64,9070,147,717,4664,2839,961,2259,6690,670,1881,4265,10242,1424,904,357,175,18830,46722
1883_Bjoernsen_Skibladner.0,135.0,57.0,61,32,167.0,13.0,1700,143,5204,6997,7514,4434,4430,5515,193,11180,88,1252,11016,2153,2018,2040,11750,604,2573,5408,12961,1866,1010,503,168,38672,76388
1883_Bondesen_HersenPaaStejnarstad.0,373.0,148.0,114,66,43.0,32.0,2023,324,3876,6494,6347,3110,2946,3863,324,10387,227,722,7499,2682,1255,3749,9201,894,1949,4091,9785,1656,1003,592,238,28548,63576
1883_Bondesen_IngeborgsMedgift.0,418.0,136.0,100,62,59.0,38.0,1327,206,3306,5386,5674,2659,2608,3453,238,8584,158,657,6388,1777,1119,2627,7584,442,1674,3472,8307,1421,897,478,220,24649,52660
1883_Brosboell_Krybskytten.0,334.0,135.0,75,54,73.0,45.0,2418,283,6065,10525,11713,5792,3823,7855,491,16391,390,1658,15216,3064,2484,6221,16592,1537,2908,7263,17161,2709,1408,847,315,52178,109817
1883_Brosboell_Pilesmeden.0,127.0,66.0,183,80,15.0,14.0,797,87,2783,4778,3621,1522,1675,3643,29,7944,219,635,4154,997,762,1175,6465,514,1397,3198,7842,1321,723,429,166,18165,40916
1883_EwaldC_RegelEllerUndtagelse.0,91.0,65.0,47,43,23.0,21.0,1035,139,5373,9168,11041,4794,4461,5912,352,12871,278,1048,12729,1268,1782,2722,12092,695,2544,5590,13188,1814,1008,662,240,44600,86586
1883_Feddersen_EtAegteskab.0,242.0,100.0,105,64,28.0,24.0,1320,120,5005,9141,6865,4390,2322,5899,130,12221,169,1429,10004,1855,1764,1988,10499,630,2873,5689,13889,1435,748,520,183,38774,74311
1883_FT_TugthusfangenHannibalOgDenSmukkeRosalie.0,186.0,115.0,88,65,72.0,50.0,2880,324,5314,10317,11161,5394,3887,6995,380,16073,352,1511,13698,3411,1738,5916,16527,1279,2759,6699,15973,2430,1171,777,247,47694,103953
1883_FT_TugthusfangenHannibalOgDenSmukkeRosalie.1,189.0,94.0,136,82,105.0,72.0,2919,378,4990,9869,11117,5878,3686,6802,485,15597,251,1420,14356,3476,1662,6783,16902,1433,2542,6542,15517,2274,1129,826,255,48317,104707
1883_Gerson_ForEllerImod.0,24.0,15.0,29,24,14.0,14.0,107,43,1437,2626,3550,1466,974,1801,87,3732,53,316,3614,193,549,773,3427,340,703,1703,3927,456,341,163,90,13110,24938
1883_Gloeersen_Laura.0,77.0,39.0,42,36,29.0,28.0,1007,148,2678,3971,6067,2886,1769,2728,348,6090,100,608,6348,1342,1098,2601,6181,726,1251,2820,6689,795,567,330,153,23516,45541
1883_GudmandHoeyer_DenHvidePigePaaBogoe.0,309.0,149.0,68,52,42.0,40.0,1719,294,4576,7778,8894,3417,3890,4331,416,11370,386,762,9325,2494,1221,2811,10504,637,2134,4579,11040,1710,990,577,248,34828,72812
1883_Hambro_UnderScepter.0,29.0,26.0,38,31,69.0,30.0,559,158,3359,4649,5264,2633,2322,3128,255,6548,111,636,5575,932,720,3472,5607,546,1655,3057,7562,965,671,332,154,21988,45757
1883_Holm_KittyEllerKirkeklokkenIFarum.0,99.0,53.0,54,39,46.0,38.0,2615,200,6592,8352,11898,7011,4303,7774,976,14721,277,1614,15477,2999,2214,3970,17204,869,3451,7383,17965,1966,997,773,267,52569,106251
1883_Holm_KittyEllerKirkeklokkenIFarum.1,167.0,74.0,64,46,42.0,34.0,2528,205,6733,9121,13749,6411,4172,7030,1179,13593,221,1216,16706,3118,2123,2827,16128,1037,3244,6862,16615,2040,1068,702,229,53711,105364
1883_Kielland_Gift.0,81.0,50.0,125,58,18.0,17.0,1075,173,3477,5029,5946,2834,2626,3081,163,7454,217,567,6292,1496,1073,2578,6607,902,1617,3231,7783,1185,808,321,165,23731,50342
1883_LieJ_FamiljenPaaGilje.0,179.0,127.0,95,80,66.0,37.0,867,255,3228,5945,6473,2494,2373,2601,372,8448,244,675,6135,1344,958,2458,7063,903,1595,2797,7050,1447,1112,403,223,23746,51714
1883_LieJ_Livsslaven.0,119.0,72.0,27,25,32.0,26.0,854,140,2304,4618,5221,2063,2049,1957,176,5996,180,495,5160,1150,887,1549,5547,602,1106,2120,5251,975,789,289,171,19047,39954
1883_MoellerEH_Ellen.0,139.0,81.0,85,57,15.0,14.0,550,126,4171,7531,8821,4803,3369,4699,222,10580,193,1178,10928,713,2456,1783,10300,851,1916,4224,9986,1549,882,439,178,39298,72598
1883_NielsenJ_Bedstemoster.0,282.0,127.0,94,62,52.0,32.0,1444,214,3574,5891,8400,3709,3405,3437,961,8665,149,784,8224,2341,1094,4384,8943,998,1547,3600,8684,1299,835,493,220,31118,64959
1883_NielsenZ_GamleVaner.0,254.0,127.0,92,74,65.0,50.0,954,176,5009,8559,8323,3621,3408,4906,628,12878,186,784,8144,1507,1111,2966,9928,827,2790,5073,12408,1917,1276,567,273,34702,72785
1883_OestergaardV_EtAegteskabsHistorie.0,88.0,57.0,36,33,31.0,26.0,838,93,4762,6875,7853,3991,2718,4582,215,9070,118,1122,8718,1062,1495,2412,8399,415,2527,4503,11297,1197,775,454,200,32675,63807
1883_PaludanMueller_MargreteThorsen.0,246.0,121.0,162,72,81.0,42.0,2442,215,7643,11415,13916,5632,4830,7079,488,15481,134,1908,12211,3097,2156,4524,14773,750,3784,6900,16814,1933,1131,629,235,51931,106037
1883_Pontoppidan_SandingeMenighed.0,52.0,38.0,34,25,22.0,18.0,531,105,3033,3982,4283,1151,1866,2395,107,5606,103,262,3289,681,530,1892,4170,388,1760,2459,6522,791,533,270,138,15239,33738
1883_Russow_Turi.0,87.0,40.0,17,16,8.0,8.0,1036,91,2782,4102,4596,2265,1723,3067,153,6075,138,608,4888,1176,919,822,5531,257,1478,2969,7196,765,458,330,137,19014,39102
1883_SchandorphS_EtAariEmbede.0,228.0,131.0,357,216,95.0,79.0,1318,402,6168,8605,7154,3370,3246,5750,666,14552,294,707,8123,2159,1310,1481,9999,1004,3466,6058,15177,2126,1559,611,308,33895,74588
1883_SchmidtJ_StakkelsPlagesenMedMuntreFoelgesvende.0,47.0,43.0,68,58,27.0,21.0,476,192,2198,2916,3271,1234,1093,2099,344,4723,129,351,3027,724,418,1316,3599,542,1123,2091,5207,683,554,286,180,12481,27984
1883_Thorson_DenForlorneSoen.0,83.0,43.0,53,37,20.0,18.0,829,109,2871,4908,5394,2858,1755,3056,279,6795,59,747,6800,983,1368,1776,6618,295,1409,2913,6906,929,647,396,186,23952,46562
1883_Wermuth_FamilienFraAalbaek.0,339.0,96.0,156,39,97.0,36.0,1887,145,4220,7523,9317,4595,3785,4150,506,11325,194,989,10758,2665,1717,3903,12050,879,1824,4361,10135,1594,798,491,200,38017,78576
1883_Winterhjelm_FritzRandel.0,138.0,79.0,72,66,67.0,39.0,1439,200,5314,7646,10857,4435,3952,4607,482,10159,126,1041,11147,1941,1833,2791,11012,764,2487,4427,11012,1652,1159,525,230,38870,78107
1884_Bauditz_Kaffesladder.0,263.0,181.0,165,132,83.0,77.0,1481,419,2536,4198,5758,3075,3581,1977,156,5438,221,497,5580,2032,1033,456,5119,832,1129,2503,6019,938,773,383,204,23174,42489
1884_Bjoernson_DetFlagerIByenOgPaaHavnen.0,321.0,194.0,253,143,102.0,75.0,2760,489,7206,10799,13426,5787,4547,5730,419,15840,485,1204,13850,3901,2289,3235,14544,3351,3162,6332,15092,2481,1557,737,270,52905,106613
1884_Fogtmann_Stroem.0,87.0,40.0,79,47,145.0,32.0,1272,118,3684,5519,6732,3120,2556,4087,331,8661,91,732,7291,1523,1254,2281,7662,695,2018,3910,9600,1240,688,396,163,27111,56219
1884_GudmandHoeyer_KatrineKulovn.0,147.0,94.0,49,40,33.0,29.0,758,150,1703,2811,3022,1428,1400,1832,137,4494,152,261,3043,1096,480,1132,3632,268,891,1914,4635,601,414,189,106,12589,26891
1884_HansenJH_KarstenUlvgPaddehattene.0,144.0,89.0,142,89,79.0,48.0,801,194,2857,5783,8348,3115,2185,3077,908,7907,110,577,7550,1280,1213,3764,6978,789,1285,2925,7132,1299,918,304,180,27968,56441
1884_JensenOC_EtBladForVinden.0,47.0,29.0,52,16,2.0,2.0,516,68,3472,6795,7901,2852,2526,3790,324,7942,80,903,8127,636,997,1853,8316,522,1624,3593,8614,1021,731,435,195,29524,57036
1884_Kielland_Fortuna.0,75.0,45.0,33,25,61.0,31.0,1226,152,3799,4905,6239,3042,2523,3236,249,7577,209,569,6552,1694,1103,3576,6942,830,1734,3316,7998,1139,776,383,179,24398,53045
1884_Kjerulf_EnBundenMand.0,169.0,56.0,119,74,45.0,29.0,1005,142,1950,3111,4213,2445,1054,2312,591,6129,166,342,5651,1358,504,4951,5465,500,906,2344,5436,717,449,329,165,19186,40742
1884_LieJ_EnMalstroem.0,184.0,113.0,55,42,90.0,51.0,994,183,2682,5169,5672,2033,1918,2171,285,6570,256,552,5316,1487,713,3342,5934,712,1262,2345,5899,1126,870,324,181,20154,44812
1884_Meldgaard_KrumstavOgKongespir.0,608.0,255.0,152,99,257.0,113.0,2465,528,5023,9164,6273,3214,4126,5238,233,16562,157,326,7474,3991,1555,3640,11638,2769,2942,6414,15136,2481,1341,777,229,32212,81383
1884_MoellerC_PaaFarten.0,1005.0,259.0,352,171,205.0,88.0,2463,257,9947,16516,18774,7722,6117,10032,1005,22356,661,2884,17487,4065,3670,5849,20838,1451,5593,10141,25448,3292,1925,1169,419,72396,149374
1884_NielsenG_DeUdviklede.0,106.0,64.0,59,46,13.0,12.0,358,119,1450,2356,2801,1284,852,1418,164,3506,75,325,2749,550,437,609,2928,177,734,1433,3437,447,381,186,119,11490,21681
1884_NielsenJ_DenOndeLensmand.0,510.0,196.0,151,72,81.0,65.0,1698,363,5908,9978,9495,4423,5400,5871,523,15119,171,1197,11027,2750,1897,4249,13030,1309,3025,6019,14865,2289,1360,680,283,43283,92347
1884_Paulsen_EnDigtersHustru.0,167.0,85.0,177,125,26.0,20.0,1344,208,5261,6950,8196,3478,2326,5224,418,10646,127,812,8988,1962,1025,4587,9149,705,2787,4990,12442,1531,1062,592,251,33961,69854
1884_Ravnkilde_JudithFurste.0,60.0,42.0,67,58,34.0,25.0,606,121,4158,5930,6998,3450,2934,4460,239,9611,199,887,8591,893,1206,2084,8800,431,2094,4247,10346,1426,950,465,199,30720,60871
1884_Schandorph_Skovfogedboernene.0,275.0,152.0,249,162,134.0,92.0,2092,378,6204,9788,8691,4233,3902,6112,797,15203,381,875,9956,3339,1600,1790,11316,984,3363,6715,16556,2161,1508,748,358,39981,85171
1884_Schjoerring_EsthersHistorie.0,110.0,49.0,39,28,20.0,19.0,876,114,3246,5105,5389,2922,2068,3509,199,6687,91,792,6742,1127,1376,2502,6853,319,1497,3239,7890,778,528,314,148,24977,48927
1884_Thorson_FraForlovelsestiden.0,64.0,36.0,25,20,16.0,14.0,564,74,2511,4284,5406,3030,1578,2478,297,5343,50,721,7518,676,1272,2246,6381,329,1062,2259,5339,787,566,292,151,23269,44120
1884_Winterhjelm_Intermezzoer.0,48.0,39.0,61,44,11.0,11.0,205,86,1799,2321,3058,1402,1062,1538,173,3440,69,282,3016,310,514,672,2938,237,954,1503,3857,461,385,142,86,11358,22831
1885_ChristensenM_DeSmaaTingsMagt.0,104.0,45.0,69,51,14.0,12.0,773,107,3439,4935,5812,2533,2200,2973,203,6622,92,594,6726,1044,1108,2510,6859,324,1597,2851,7263,1017,676,366,173,23756,47974
1885_ChristensenM_EtUbetydeligtMenneske.0,112.0,47.0,72,51,41.0,29.0,756,94,3024,4313,5542,2519,1887,2757,227,6075,80,580,6159,1040,946,3256,6099,316,1392,2642,6524,1001,672,331,173,21772,44820
1885_Dahl_EnBergmandsfamilie.0,225.0,165.0,73,66,34.0,30.0,710,208,1819,3072,3780,1493,1825,1463,160,4830,150,293,2947,1245,520,1465,3786,851,778,1621,3980,816,687,216,148,12922,29699
1885_EK_FrederikDenSyvendeSomMenneskeOgRegent.0,412.0,185.0,238,138,225.0,152.0,3170,554,7857,12185,14501,7688,4110,8803,560,19719,396,1738,16623,4316,2429,4341,18562,2003,4173,8948,21629,2627,1521,1042,328,59769,125831
1885_Feddersen_Isidora.0,75.0,38.0,43,27,20.0,12.0,1018,97,2906,5480,4133,2749,1590,3311,105,7390,83,962,5972,1411,1043,2101,6504,435,1610,3217,7969,907,550,261,132,23465,46175
1885_Hambro_Fremad.0,85.0,64.0,66,47,30.0,23.0,784,141,3043,5475,6730,3101,2920,2884,304,7956,116,876,6092,1075,1044,2609,6832,732,1447,3021,7215,1222,776,339,148,25790,51789
1885_JohansenR_FrederikBorg.0,286.0,119.0,99,51,29.0,28.0,1119,151,4032,6816,9183,4637,3204,4603,473,9568,171,1203,10470,1591,1709,1987,10102,417,1878,4406,10448,1351,821,500,201,37471,70166
1885_Lorenzen_HofdamenPaaOesterholm.0,650.0,240.0,153,94,92.0,71.0,999,357,3191,5560,4689,2288,2273,3970,64,9323,233,554,4127,2363,1029,1341,5758,811,1842,4246,10351,1315,841,329,164,20855,47574
1885_Mariager_MagthaverenPaaRhodos.0,172.0,65.0,105,73,41.0,24.0,496,75,1601,2962,2120,976,901,1848,34,4558,116,296,2514,711,399,942,3289,373,905,1787,4380,704,492,207,122,10847,23640
1885_MoellerO_ReformatorenFraGalilaea.0,236.0,101.0,214,103,31.0,24.0,532,122,3059,4920,4965,2037,1754,3202,83,6448,96,715,4566,921,723,1134,5277,242,1623,2949,7516,839,543,240,115,19930,40142
1885_Moenster_Agnete.0,103.0,62.0,45,38,22.0,19.0,987,129,3173,5344,6298,2429,2196,3154,395,7674,98,585,6626,1245,756,2961,6845,461,1539,3144,7592,1123,774,412,214,23772,50240
1885_NielsenJ_FoerOgNu.0,95.0,53.0,127,38,37.0,25.0,1224,207,3956,6056,7745,3772,3540,3476,721,9049,218,832,8326,1809,1231,3876,8915,881,1788,3677,8914,1503,954,642,280,31179,64403
1885_OlsenV_SkyerOgSolskin.0,81.0,52.0,33,26,18.0,16.0,1011,140,3140,4458,5719,2381,2155,2768,354,7056,131,487,5393,1319,831,1671,6552,488,1519,2868,6905,913,658,349,170,23131,44903
1885_Ridderhjelm_ForstoedtEllerArmodOgRigdom.0,298.0,164.0,186,129,166.0,93.0,2079,470,8903,13131,17517,9311,5370,9978,2021,20936,391,1962,22551,3321,2888,6085,22039,2761,4263,9876,23345,3043,1638,1016,328,73799,149165
